bathroom,kitchen,essentials,safety,other,diabled friendly,service,id,requirement,outdoor amenity,children,income,group
0,1,3,0,0,0,0,18895187,0,0,0,2328.00 ,
2,1,9,0,1,1,0,19735907,0,1,0,2328.00 ,
0,1,4,1,0,0,0,13488659,0,0,0,2327.76 ,
1,1,4,1,0,0,0,19132312,0,0,0,2327.04 ,
2,1,6,1,0,0,0,16275257,0,0,0,2326.80 ,
1,1,6,1,0,0,0,15131445,0,0,0,2326.56 ,
1,1,9,2,1,0,0,2039945,0,0,0,2325.60 ,
0,1,5,1,1,1,0,4068273,0,1,0,2325.60 ,
1,1,5,1,0,0,0,6472275,0,0,0,2325.60 ,
0,1,5,1,0,0,1,7091014,0,0,0,2325.60 ,
0,1,5,0,0,0,0,1809547,0,0,0,2325.00 ,
0,1,6,0,0,0,0,9951750,0,0,0,2325.00 ,
1,1,5,2,0,0,1,17610271,0,1,0,2325.00 ,
1,6,9,2,0,0,2,17030890,0,0,0,2324.40 ,
0,6,7,2,0,0,0,14936181,0,0,0,2323.20 ,
0,1,6,1,0,0,0,1786408,0,0,0,2322.00 ,
2,1,11,0,1,1,0,1922863,0,0,0,2322.00 ,
2,1,8,2,1,0,0,1952271,0,0,0,2322.00 ,
1,1,6,1,0,0,0,13714218,0,0,0,2322.00 ,
2,1,7,2,0,0,0,17975664,0,1,0,2322.00 ,
1,1,9,1,0,0,0,6686332,0,0,0,2321.40 ,
0,1,6,1,0,0,0,9881195,0,0,0,2321.28 ,
2,1,7,1,0,0,0,16992816,0,0,0,2321.28 ,
0,1,8,1,1,1,0,6128576,0,0,0,2318.40 ,
0,1,6,3,1,0,0,7972839,0,0,0,2318.40 ,
0,1,5,0,0,0,1,8895019,0,0,0,2318.40 ,
0,7,9,1,0,0,1,13467340,1,0,0,2318.40 ,
1,1,7,0,0,0,0,13757845,0,0,0,2318.40 ,
1,1,7,1,0,0,0,16981715,0,0,0,2318.40 ,
2,1,6,1,0,0,0,19652739,0,0,0,2318.40 ,
0,1,8,2,0,0,0,8248034,0,1,0,2317.56 ,
2,1,9,1,1,0,2,13432623,0,0,0,2316.72 ,
0,1,5,0,0,0,0,4853011,0,0,0,2316.60 ,
1,1,6,3,0,0,0,5477842,0,0,0,2316.60 ,
2,1,9,2,0,0,2,16767160,0,0,0,2316.60 ,
0,1,4,1,0,0,0,17476768,0,0,0,2316.60 ,
0,1,3,1,0,0,0,18397006,0,0,0,2316.60 ,
0,1,2,0,0,0,1,1523556,0,0,0,2316.36 ,
0,1,7,0,1,0,0,16187145,0,0,0,2316.00 ,
1,7,6,2,0,0,0,20056846,0,0,0,2316.00 ,
0,1,9,2,0,0,0,3906676,0,0,0,2315.40 ,
0,1,8,0,1,0,0,2131089,0,0,0,2314.20 ,
2,1,8,3,1,0,0,8957301,0,0,0,2314.20 ,
2,9,13,1,0,0,1,20139125,0,0,0,2314.20 ,
2,1,8,2,1,0,1,14807078,0,0,0,2313.60 ,
2,1,9,0,0,0,0,1865884,0,0,0,2313.36 ,
2,1,6,2,1,0,2,12824752,0,0,0,2313.36 ,
0,1,2,0,0,0,0,17224372,0,0,0,2312.64 ,
0,1,6,2,0,0,0,457528,0,0,0,2311.92 ,
0,1,4,1,0,0,0,20138470,0,0,0,2311.32 ,
1,8,11,3,0,0,0,9594976,0,0,0,2311.20 ,
0,7,11,3,0,0,0,18255869,1,0,0,2310.12 ,
2,1,11,3,1,0,1,1150382,0,1,0,2310.00 ,
1,1,5,2,1,0,1,1530561,0,0,0,2310.00 ,
0,1,2,0,0,0,1,7479520,0,0,0,2310.00 ,
2,1,12,2,0,0,0,9155021,0,0,0,2310.00 ,
1,1,8,2,2,0,0,14574479,0,0,0,2310.00 ,
1,8,8,3,1,1,1,17389187,0,1,0,2310.00 ,
2,1,4,1,0,0,0,18407764,0,0,0,2310.00 ,
1,1,7,2,1,0,1,18634734,0,1,0,2310.00 ,
1,1,5,1,0,0,1,19363728,0,0,0,2310.00 ,
0,1,5,1,0,0,0,20270692,0,0,0,2310.00 ,
2,1,6,5,0,0,1,20400229,0,1,0,2310.00 ,
3,0,9,1,1,0,1,12764482,0,0,0,2308.92 ,
2,10,9,3,2,0,1,2708262,0,0,2,2308.80 ,
1,5,7,2,0,0,0,6953159,0,0,0,2308.80 ,
2,1,11,2,1,0,0,9490137,0,0,0,2308.80 ,
2,0,5,0,0,0,0,15517104,0,0,0,2308.80 ,
1,1,4,0,0,0,1,16807550,0,0,0,2308.80 ,
2,1,9,2,1,0,2,9578181,0,0,0,2307.24 ,
0,1,9,3,2,0,0,2953058,0,1,0,2306.88 ,
0,0,0,0,0,0,0,6575422,0,0,0,2306.52 ,
2,1,6,2,0,0,1,13978036,0,0,0,2306.40 ,
2,1,9,3,0,0,2,14094358,0,1,0,2306.40 ,
1,1,4,0,1,0,0,8734846,0,0,0,2305.20 ,
0,1,5,2,0,0,0,19156287,0,0,0,2304.96 ,
2,1,8,2,0,0,0,3833207,0,1,0,2304.60 ,
2,1,8,1,0,0,0,6512429,0,0,0,2304.60 ,
2,8,8,3,0,0,2,18348512,0,0,0,2304.60 ,
2,1,8,4,0,0,0,19141112,0,0,0,2304.60 ,
0,1,7,2,1,0,1,3816424,0,0,0,2304.00 ,
1,1,10,2,0,0,1,4813712,0,0,0,2304.00 ,
1,1,4,1,1,0,0,9839906,0,0,0,2304.00 ,
0,1,5,1,0,0,0,9988434,0,1,0,2304.00 ,
2,9,12,2,3,3,2,13390068,1,1,0,2304.00 ,
2,1,6,2,0,0,0,13939419,0,0,0,2304.00 ,
2,1,6,4,0,0,1,16576528,0,0,0,2304.00 ,
2,1,5,1,0,0,1,18070342,0,0,0,2304.00 ,
0,1,4,2,1,0,0,19062809,0,0,0,2304.00 ,
1,1,7,1,1,0,0,19790030,0,0,0,2304.00 ,
0,1,10,1,1,1,0,20190580,0,0,0,2304.00 ,
1,0,4,1,0,0,0,20785014,0,0,0,2304.00 ,
1,1,6,1,1,0,0,18037292,0,1,1,2303.76 ,
1,1,7,1,0,0,0,15843543,0,0,0,2303.40 ,
1,1,2,0,0,0,1,18347989,0,0,0,2303.40 ,
2,1,11,4,1,0,1,12108820,0,1,0,2302.80 ,
2,1,5,4,0,0,1,14153255,0,0,0,2302.80 ,
1,1,3,2,0,0,0,18807575,0,0,0,2301.84 ,
2,1,7,3,0,0,0,277883,0,0,0,2301.60 ,
0,1,5,1,0,0,0,13171614,0,1,0,2301.60 ,
0,1,8,1,1,1,0,3804690,0,0,0,2301.12 ,
2,7,11,2,1,0,3,233662,0,1,0,2301.00 ,
2,9,11,1,1,0,1,12039317,0,0,0,2301.00 ,
2,8,11,4,1,0,2,1860478,0,0,0,2300.76 ,
2,8,11,5,0,1,3,8327773,0,0,0,2300.76 ,
2,0,7,1,0,0,1,14357767,0,0,0,2300.40 ,
2,1,8,2,0,0,1,14430474,0,0,0,2298.48 ,
0,1,6,1,0,0,0,14694916,0,1,0,2298.48 ,
2,8,8,1,1,1,0,682155,0,1,0,2296.80 ,
1,1,8,2,0,0,0,4348161,0,0,0,2296.80 ,
0,1,8,2,0,0,1,5696687,0,1,0,2296.80 ,
2,0,4,4,0,0,1,7965539,0,0,0,2296.80 ,
2,1,5,3,0,0,0,14090489,0,0,0,2296.80 ,
3,1,8,4,0,0,0,14943379,0,0,0,2296.80 ,
3,1,9,1,1,0,1,18504204,0,1,0,2296.80 ,
2,10,10,3,2,0,3,18012028,0,1,0,2296.32 ,
0,1,6,1,0,0,0,6603756,0,0,0,2295.00 ,
2,1,9,2,0,0,1,14556501,0,0,0,2295.00 ,
0,1,5,0,0,0,0,15345019,0,0,0,2295.00 ,
0,1,6,5,0,0,0,18828846,0,1,0,2295.00 ,
1,1,10,2,0,0,1,19345607,0,0,0,2295.00 ,
2,1,11,4,1,0,0,7764285,0,0,0,2293.56 ,
0,1,5,1,0,0,0,281703,0,0,0,2293.20 ,
0,0,0,0,0,0,0,2346089,0,0,0,2293.20 ,
2,1,8,3,0,0,1,6546210,0,0,0,2293.20 ,
1,1,8,0,0,0,0,8485529,0,0,0,2293.20 ,
2,1,8,1,0,0,1,13915528,0,1,0,2293.20 ,
0,1,7,0,1,0,0,16350967,0,0,0,2293.20 ,
2,1,7,0,1,0,0,4660960,0,0,0,2292.84 ,
0,1,6,1,0,0,0,181522,0,0,0,2292.48 ,
0,1,7,1,1,0,0,17405812,0,0,0,2292.00 ,
1,1,5,1,0,0,1,18896143,0,0,0,2291.52 ,
0,1,9,1,0,1,0,8275069,0,0,0,2290.68 ,
2,1,9,4,0,0,2,11884317,0,0,0,2290.68 ,
2,1,10,2,0,0,0,416075,0,0,0,2289.60 ,
2,0,4,0,0,0,0,448936,0,0,0,2289.60 ,
2,1,11,1,1,0,0,6933326,0,0,0,2289.60 ,
1,1,8,2,1,0,0,18239876,0,0,0,2289.60 ,
0,1,4,1,0,0,0,19784228,0,0,0,2289.60 ,
3,9,10,3,1,0,1,18766657,0,0,0,2289.00 ,
2,0,6,1,0,0,0,13702697,0,0,0,2287.80 ,
2,1,8,4,1,0,1,1356710,0,0,0,2286.36 ,
0,1,4,0,0,0,0,2419438,0,0,0,2286.00 ,
1,0,2,2,0,0,1,3293500,0,0,0,2286.00 ,
2,1,7,3,1,0,2,8634515,0,1,0,2286.00 ,
2,1,6,1,0,0,0,9064709,0,0,0,2286.00 ,
2,1,8,1,1,0,1,9115251,0,0,0,2286.00 ,
1,1,5,0,1,0,0,14404240,0,0,0,2286.00 ,
2,1,9,5,0,0,3,15148295,0,0,0,2286.00 ,
2,1,9,3,0,0,1,16804336,0,0,0,2286.00 ,
1,8,5,1,1,2,1,3208747,0,0,0,2284.80 ,
2,1,11,1,1,0,0,5651523,0,1,0,2284.80 ,
2,1,10,4,1,0,1,6660518,0,0,0,2284.80 ,
0,1,3,2,0,0,0,8440866,0,0,0,2284.80 ,
0,1,6,0,0,0,0,13192601,0,1,0,2284.80 ,
2,1,9,1,0,0,0,251314,0,0,0,2283.60 ,
2,1,6,2,0,0,1,15663344,0,1,0,2283.24 ,
2,1,11,2,0,0,1,17271171,0,0,0,2283.12 ,
0,1,4,1,0,0,1,15249986,0,0,0,2282.16 ,
2,1,4,0,1,0,0,9777422,0,0,0,2280.96 ,
2,7,8,3,1,0,3,2791758,0,0,0,2280.00 ,
2,1,8,2,0,0,1,4088506,0,0,0,2280.00 ,
0,1,4,2,1,0,0,6026546,0,0,0,2280.00 ,
1,1,9,4,1,1,1,7957339,0,1,0,2280.00 ,
0,1,7,1,1,0,0,13843270,0,0,0,2280.00 ,
2,1,11,5,0,0,2,15521706,0,1,0,2280.00 ,
0,0,2,1,0,0,1,16401944,0,0,0,2280.00 ,
2,1,5,1,0,0,1,16428816,0,0,0,2280.00 ,
1,1,5,1,1,0,0,16673198,0,0,0,2280.00 ,
2,1,9,1,0,0,1,17422489,0,0,0,2280.00 ,
2,1,11,0,1,0,1,18548561,0,1,0,2280.00 ,
2,1,9,2,1,0,1,18909224,0,1,0,2280.00 ,
2,1,8,1,1,1,1,19196930,0,0,0,2280.00 ,
2,1,7,1,1,0,0,20073431,0,0,0,2280.00 ,
1,0,8,3,0,0,1,20124372,0,1,1,2280.00 ,
3,1,7,2,1,1,1,20139611,0,2,0,2280.00 ,
0,1,6,1,0,0,1,20150874,0,0,0,2280.00 ,
2,1,4,2,0,0,0,20541892,0,0,0,2280.00 ,
1,0,12,3,0,0,2,20599773,0,0,0,2280.00 ,
1,1,5,1,0,0,0,20662925,0,0,0,2280.00 ,
0,1,5,1,0,0,0,20698686,0,0,0,2280.00 ,
1,1,5,0,1,0,1,20707363,0,1,0,2280.00 ,
0,1,7,1,1,0,1,20750730,0,0,0,2280.00 ,
0,1,6,1,0,0,0,20883880,0,0,0,2280.00 ,
1,1,4,1,0,0,0,20917569,0,1,0,2280.00 ,
1,1,4,1,0,0,0,14715382,0,0,0,2277.60 ,
2,1,9,3,0,0,1,4270499,0,0,0,2277.00 ,
3,1,10,1,1,1,0,19563669,0,1,0,2277.00 ,
1,1,7,2,0,0,0,2154553,0,0,0,2275.56 ,
1,1,5,0,0,0,0,7716658,0,0,0,2275.20 ,
1,1,5,0,0,0,1,13934894,0,0,0,2275.20 ,
2,1,6,2,0,0,0,19174466,0,0,0,2275.20 ,
2,1,7,2,0,0,0,1407633,0,0,0,2274.48 ,
3,1,9,2,1,1,0,19085327,0,0,0,2274.00 ,
1,1,7,2,1,0,0,11529467,0,0,0,2273.04 ,
1,1,9,2,2,0,0,4322054,0,0,0,2270.76 ,
0,1,3,0,0,0,0,18131388,0,0,0,2270.52 ,
2,1,5,3,0,0,2,18181186,0,0,0,2270.40 ,
2,10,13,3,3,0,5,765563,0,1,0,2269.80 ,
1,1,9,0,1,0,0,6716154,0,0,0,2269.80 ,
1,7,5,2,0,0,1,10264737,0,0,0,2269.80 ,
1,1,7,3,0,0,0,7199464,0,0,0,2269.68 ,
1,1,5,1,1,0,0,14006712,0,0,0,2269.20 ,
0,1,8,2,1,1,0,3438336,0,0,1,2268.60 ,
2,8,7,3,0,0,4,15681476,0,0,0,2268.60 ,
1,1,8,1,0,0,0,2071265,0,0,0,2268.00 ,
2,1,9,1,1,0,1,3615525,0,1,0,2268.00 ,
0,1,2,0,0,0,0,4453929,0,0,0,2268.00 ,
2,1,8,1,1,0,0,4462491,0,1,0,2268.00 ,
2,1,7,4,0,0,2,5194812,0,0,0,2268.00 ,
2,8,11,2,1,0,3,11549838,0,1,0,2268.00 ,
0,1,6,0,0,0,0,14383214,0,0,0,2268.00 ,
0,1,3,1,0,0,0,15001872,0,0,0,2268.00 ,
1,1,5,1,0,0,1,16227620,0,0,0,2268.00 ,
1,1,5,1,0,0,0,16352484,0,0,0,2268.00 ,
1,0,5,3,0,0,0,17853353,0,0,0,2268.00 ,
2,1,7,2,1,0,0,19242137,0,0,0,2268.00 ,
1,1,7,0,1,1,1,20557017,0,1,0,2268.00 ,
2,1,7,4,1,0,0,20862633,0,0,0,2268.00 ,
2,1,6,2,0,0,1,18527437,0,0,0,2266.44 ,
2,1,6,3,0,0,1,12155727,0,0,0,2265.72 ,
0,1,9,1,1,0,1,4331517,0,0,0,2265.60 ,
2,1,4,2,0,0,1,17714367,0,0,0,2265.12 ,
0,1,2,0,0,0,0,19682018,0,0,0,2265.12 ,
3,10,13,2,4,4,2,834190,1,0,2,2264.40 ,
2,1,7,1,1,0,1,17945772,0,1,0,2263.20 ,
0,1,7,2,1,0,0,4404818,0,0,0,2262.84 ,
1,1,4,1,0,0,0,17988416,0,0,0,2262.60 ,
2,1,11,3,1,1,1,5243259,0,0,0,2262.00 ,
2,1,6,1,0,0,0,790679,0,0,0,2260.80 ,
1,1,7,2,0,0,0,6748933,0,0,0,2260.80 ,
2,1,7,4,1,0,1,16630172,0,0,0,2260.80 ,
1,1,4,3,0,0,0,6467956,0,0,0,2260.44 ,
0,1,4,0,0,0,0,241021,0,0,0,2260.08 ,
2,1,8,2,1,0,0,3272721,0,1,0,2259.84 ,
2,1,8,1,0,0,0,6238314,0,0,0,2259.60 ,
1,1,4,1,0,0,0,15310417,0,0,0,2259.60 ,
2,1,5,1,0,0,0,8112802,0,0,0,2259.00 ,
1,1,7,4,0,0,0,11716103,0,0,0,2257.20 ,
2,1,6,0,1,0,0,14310864,0,0,0,2257.20 ,
2,1,3,0,1,0,0,15037461,0,0,0,2257.20 ,
2,1,5,0,1,0,1,15721197,0,0,0,2257.20 ,
0,1,6,1,0,0,0,16275525,0,0,0,2257.20 ,
0,0,0,0,0,0,0,3354636,0,0,0,2256.00 ,
2,1,8,3,0,0,1,5904098,0,0,0,2256.00 ,
1,1,9,3,1,0,1,10460271,0,0,0,2256.00 ,
2,1,7,2,0,0,1,14088100,0,0,0,2256.00 ,
2,0,5,1,1,0,0,15206331,0,0,0,2256.00 ,
2,1,8,4,0,0,0,17700802,0,0,0,2256.00 ,
2,1,5,2,0,0,2,18507990,0,0,0,2256.00 ,
2,1,8,3,1,0,1,18588397,0,0,0,2256.00 ,
1,8,8,1,0,1,0,18735631,0,0,0,2256.00 ,
1,1,5,1,0,0,0,19272890,0,0,0,2256.00 ,
2,1,6,1,1,1,0,19979892,0,0,0,2256.00 ,
1,8,10,1,1,0,2,20214413,1,0,0,2256.00 ,
0,1,5,1,0,0,0,20696283,0,0,0,2256.00 ,
1,8,6,2,0,0,2,20829309,0,0,0,2256.00 ,
2,10,12,5,2,0,3,7966929,0,1,0,2255.40 ,
2,1,6,5,0,0,1,20173075,0,0,0,2254.56 ,
1,1,10,3,0,0,1,6128992,0,0,0,2254.32 ,
2,9,14,5,1,1,4,17433040,0,0,0,2254.32 ,
0,1,8,0,0,0,0,1155475,0,0,0,2254.20 ,
0,1,4,2,0,0,0,6820805,0,0,0,2254.20 ,
2,0,5,4,0,0,1,10516526,0,0,0,2254.20 ,
1,0,5,1,0,0,0,19923377,0,0,0,2253.60 ,
2,1,6,1,0,0,1,18699576,0,0,0,2253.48 ,
0,6,4,1,0,0,0,5458129,0,1,0,2252.88 ,
3,1,8,3,1,1,0,19191589,0,2,0,2252.64 ,
2,1,7,2,0,0,2,3486103,0,0,0,2251.80 ,
2,1,8,1,0,0,0,5160363,0,0,0,2251.80 ,
0,1,7,2,0,0,0,6452251,0,0,0,2251.20 ,
1,1,8,0,1,0,1,2524947,0,1,0,2251.08 ,
2,1,7,0,1,0,0,7883850,0,0,0,2250.60 ,
2,1,8,3,1,0,0,4738814,0,0,0,2250.00 ,
1,4,10,2,0,2,1,6576336,0,0,0,2250.00 ,
2,1,8,3,0,0,0,7415905,0,1,2,2250.00 ,
2,1,9,1,0,0,1,9429038,0,0,0,2250.00 ,
1,1,5,1,0,0,0,9634880,0,0,0,2250.00 ,
1,1,6,1,1,0,1,9726143,0,0,0,2250.00 ,
1,1,5,0,0,0,0,12304523,0,0,0,2250.00 ,
2,1,11,3,0,0,2,12620780,0,0,0,2250.00 ,
2,1,10,3,1,0,1,12704159,0,1,0,2250.00 ,
1,1,5,0,0,0,0,17362440,0,0,0,2250.00 ,
2,1,10,4,1,0,1,18779144,0,1,0,2250.00 ,
2,1,8,0,0,0,1,20335492,0,0,0,2250.00 ,
2,10,10,4,2,0,3,765203,1,1,0,2249.40 ,
2,1,8,1,1,0,1,13017140,0,1,0,2247.00 ,
1,8,10,1,1,0,2,713891,0,0,0,2246.40 ,
0,1,9,0,1,0,0,1730937,0,0,0,2246.40 ,
2,1,8,3,0,0,2,3616739,0,0,0,2246.40 ,
2,1,9,1,1,0,1,4645170,0,0,0,2246.40 ,
1,1,4,0,0,0,1,8405099,0,0,0,2246.40 ,
1,1,5,1,1,0,0,13637689,0,0,0,2246.40 ,
2,1,7,0,0,0,1,14983453,0,0,0,2246.40 ,
2,1,9,2,0,0,1,16000365,0,0,0,2246.40 ,
2,1,5,2,0,0,1,18079072,0,0,0,2246.40 ,
1,1,10,2,2,1,2,19269531,0,0,0,2246.40 ,
2,8,10,2,2,0,1,19910952,0,0,0,2246.40 ,
0,1,6,1,0,0,0,2677706,0,0,0,2245.80 ,
2,8,9,5,0,0,4,16015053,0,0,0,2245.80 ,
1,1,6,2,0,0,0,17790946,0,0,0,2245.80 ,
0,1,5,2,0,0,0,9706724,0,0,0,2245.32 ,
0,1,9,5,0,0,0,20580419,0,0,0,2244.72 ,
1,0,6,0,1,1,0,1256247,0,0,0,2244.60 ,
2,1,6,3,1,0,0,1267954,0,0,0,2244.60 ,
3,0,9,3,1,0,0,19245145,0,0,0,2244.60 ,
1,1,8,1,0,0,1,3217221,0,1,0,2244.00 ,
0,1,2,0,0,0,0,3449071,0,0,0,2244.00 ,
0,1,6,1,0,0,0,10446429,0,0,0,2244.00 ,
2,1,8,1,0,0,0,13208685,0,0,0,2244.00 ,
0,0,0,0,0,0,0,14107654,0,0,0,2244.00 ,
3,8,8,1,1,1,1,16316121,0,1,0,2243.52 ,
2,1,6,3,0,0,0,16599273,0,0,0,2242.80 ,
2,1,7,1,0,0,0,18370699,0,0,0,2242.80 ,
2,1,5,0,0,0,0,20459803,0,0,0,2242.80 ,
2,8,8,3,1,0,1,20497487,0,0,0,2242.80 ,
1,1,11,2,0,0,1,12232431,0,0,0,2242.56 ,
2,0,6,3,0,0,0,689329,0,1,0,2241.96 ,
1,1,8,1,0,0,0,2151479,0,0,0,2241.00 ,
2,1,9,1,0,0,0,12649685,0,0,0,2241.00 ,
1,1,7,1,0,0,1,13388929,0,0,0,2241.00 ,
2,1,7,3,0,0,2,14529806,0,0,0,2241.00 ,
0,1,1,1,0,0,0,19538632,0,0,0,2241.00 ,
2,1,7,2,0,0,1,1967332,0,0,0,2240.28 ,
0,1,4,1,0,0,0,17653588,0,0,0,2238.72 ,
0,1,2,1,0,0,0,6033970,0,0,0,2238.60 ,
3,1,7,4,0,0,0,15464832,0,0,0,2237.76 ,
0,1,3,1,0,0,0,19806903,0,0,0,2237.76 ,
2,1,8,2,0,0,1,14142298,0,0,0,2237.40 ,
2,1,10,3,0,0,1,12342297,0,0,0,2237.28 ,
1,1,6,3,0,0,0,10229444,0,0,0,2236.08 ,
1,1,5,1,0,0,0,19179608,0,0,0,2236.08 ,
0,1,6,3,0,0,0,4293935,0,0,0,2235.60 ,
1,1,6,1,0,0,0,10939255,0,0,0,2235.60 ,
2,8,12,4,0,0,0,13309588,0,1,0,2235.60 ,
1,1,5,4,0,0,1,19469485,0,0,0,2235.60 ,
1,1,8,3,0,0,0,195578,0,0,0,2235.12 ,
2,9,10,4,2,0,3,4549155,0,0,0,2235.12 ,
0,1,4,0,0,0,0,7707191,0,0,0,2235.12 ,
1,1,7,0,1,0,0,1654551,0,0,0,2234.40 ,
2,7,7,1,0,0,2,2892830,0,0,0,2234.40 ,
1,1,4,3,0,0,1,6363796,0,0,0,2234.40 ,
1,1,6,3,0,0,0,8411483,0,0,0,2234.40 ,
1,1,9,1,1,0,0,15799338,0,0,0,2234.40 ,
0,1,10,1,1,0,0,15191774,0,0,0,2234.16 ,
1,0,5,1,1,0,0,18626635,0,0,0,2233.80 ,
1,1,7,0,0,0,0,16974155,0,0,0,2233.68 ,
2,1,7,1,1,1,1,9615976,0,1,0,2233.44 ,
1,5,6,4,0,0,2,19848559,0,0,0,2233.44 ,
0,1,4,2,0,0,0,9558052,0,0,0,2232.12 ,
1,0,1,1,0,0,0,9283228,0,0,0,2232.00 ,
2,1,8,1,1,1,0,9412375,0,0,0,2232.00 ,
0,1,2,1,1,0,0,13686425,0,0,0,2232.00 ,
0,0,0,0,0,0,0,13772890,0,0,0,2232.00 ,
2,1,4,2,0,0,0,14437093,0,0,0,2232.00 ,
1,1,5,2,1,0,0,14731643,0,0,0,2232.00 ,
2,1,6,3,0,0,1,16616297,0,0,0,2232.00 ,
1,1,5,1,1,0,0,17669033,0,0,0,2232.00 ,
1,1,7,1,0,0,0,20738832,0,0,0,2232.00 ,
2,1,5,1,0,0,0,20774865,0,0,0,2232.00 ,
2,1,7,2,0,0,0,20955287,0,1,0,2232.00 ,
0,1,10,1,0,0,0,21028290,0,0,0,2232.00 ,
1,1,6,4,0,0,0,10246056,0,0,0,2230.80 ,
1,1,6,0,1,0,0,2790204,0,0,0,2227.80 ,
1,1,6,4,0,0,1,3793033,0,0,0,2227.20 ,
1,1,4,3,0,0,0,6645387,0,0,0,2227.20 ,
1,0,7,1,0,0,1,7148721,0,1,0,2227.20 ,
0,1,2,0,0,0,0,720274,0,0,0,2226.00 ,
2,0,3,2,0,0,0,12523287,0,0,0,2226.00 ,
2,1,7,2,0,0,1,17741347,0,0,0,2226.00 ,
1,9,11,3,1,0,0,19701268,1,0,0,2225.28 ,
2,9,11,2,2,0,3,4137415,0,0,0,2224.80 ,
2,8,10,5,0,0,1,20068573,0,0,0,2224.80 ,
1,0,7,2,0,0,0,15423145,0,1,0,2224.20 ,
1,1,5,0,0,0,1,19049166,0,0,0,2224.20 ,
1,1,9,3,0,3,0,3628553,0,0,0,2223.60 ,
1,1,4,2,0,0,0,14952357,0,0,0,2223.60 ,
2,9,8,3,2,0,1,17681470,0,0,0,2223.60 ,
0,1,7,0,0,0,0,19169,0,0,0,2223.00 ,
1,1,8,1,0,0,0,755703,0,0,0,2223.00 ,
2,1,10,1,1,0,1,13437815,0,0,0,2223.00 ,
2,1,6,0,1,0,0,19403098,0,0,0,2223.00 ,
2,1,9,1,1,0,1,15781214,0,0,0,2221.44 ,
0,7,11,0,2,0,2,705749,0,0,0,2220.84 ,
1,1,5,0,0,0,1,17385649,0,0,0,2220.48 ,
0,1,6,1,0,0,1,17249755,0,0,0,2220.24 ,
1,1,7,4,0,0,0,1716441,0,0,0,2220.00 ,
2,1,5,1,0,0,0,3095119,0,0,0,2220.00 ,
1,1,6,2,0,0,1,5372526,0,0,0,2220.00 ,
2,1,5,1,0,0,0,9588196,0,0,0,2220.00 ,
1,1,8,1,0,0,0,17552955,0,0,0,2220.00 ,
0,0,0,0,0,0,0,18356741,0,0,0,2220.00 ,
1,1,6,3,0,0,0,18626935,0,0,0,2220.00 ,
0,3,9,2,0,0,1,18634028,0,0,0,2220.00 ,
2,1,6,2,0,0,0,18926057,0,0,0,2220.00 ,
1,1,7,4,0,0,0,20587492,0,1,0,2220.00 ,
1,1,5,1,1,0,0,20675173,0,1,0,2220.00 ,
2,0,4,4,1,0,1,18795525,0,0,0,2219.64 ,
1,1,5,1,1,0,0,8335547,0,0,0,2218.32 ,
2,9,10,3,0,0,3,14335179,0,0,0,2218.32 ,
3,1,11,5,0,1,1,1007724,0,0,0,2217.60 ,
0,1,4,0,0,0,0,1708541,0,0,0,2217.60 ,
2,1,8,3,0,0,1,1771989,0,0,0,2217.60 ,
1,1,9,2,1,0,0,4287402,0,0,0,2217.60 ,
0,1,8,4,1,0,1,10719039,0,0,0,2217.60 ,
0,1,6,2,0,0,2,13891670,0,0,0,2217.60 ,
1,1,5,2,0,0,1,14653884,0,0,0,2217.60 ,
0,1,6,1,0,0,0,14963583,0,0,0,2217.60 ,
1,1,6,2,1,0,0,18562269,0,0,0,2217.60 ,
2,1,7,3,1,1,1,19055863,0,0,0,2217.60 ,
1,1,6,2,1,0,1,19243357,0,0,0,2217.60 ,
1,1,3,0,0,0,1,19845074,0,0,0,2217.60 ,
0,1,9,0,1,0,0,1044731,0,0,0,2215.20 ,
0,1,7,1,0,0,0,11949307,0,1,0,2215.20 ,
2,1,10,3,0,0,1,3530122,0,0,0,2214.00 ,
2,0,9,0,1,0,1,6130778,0,0,0,2214.00 ,
2,0,10,3,1,0,1,11340781,0,1,0,2214.00 ,
2,1,4,2,0,0,0,13996860,0,0,0,2214.00 ,
2,1,6,1,0,0,1,14568352,0,0,0,2214.00 ,
0,0,4,1,0,0,1,19308597,0,0,0,2214.00 ,
1,1,4,4,0,0,0,19752498,0,0,0,2214.00 ,
1,1,9,0,1,0,0,1221962,0,0,0,2213.40 ,
1,1,5,4,0,0,0,5238159,0,0,0,2213.40 ,
2,1,7,2,0,0,0,5683505,0,0,0,2213.40 ,
2,1,4,2,0,0,0,19568922,0,0,0,2213.28 ,
1,1,6,2,1,0,0,13532634,0,0,0,2212.44 ,
2,1,5,3,0,0,0,16145879,0,0,0,2211.84 ,
0,1,3,0,0,0,0,17669561,0,0,0,2211.60 ,
2,1,5,1,0,0,1,17900193,0,0,0,2211.60 ,
2,1,7,1,1,1,1,19015592,0,0,0,2211.60 ,
0,1,3,0,0,0,0,16141267,0,0,0,2210.40 ,
2,1,8,3,1,0,0,20456449,0,0,0,2210.40 ,
2,1,10,2,1,0,1,808705,0,0,0,2209.80 ,
1,7,6,0,0,0,1,17365636,0,0,0,2209.68 ,
0,0,7,1,1,0,2,16633625,0,0,0,2209.20 ,
1,1,4,2,0,0,0,5635192,0,0,0,2208.84 ,
