id,nice_facility,friendly_host,flexible_time,adequate_amenity,convenient_tranposrtation,highly_recommended,easy_acess,prepare_essentials,match_description,nice_neighborhood,good_location,like_home
13152955,5,6,1,1,1,19,14,14,4,3,5,4
1912357,3,1,1,0,1,1,2,2,0,1,0,1
16226219,7,4,1,5,9,14,19,7,2,6,3,1
14281526,94,46,43,22,18,159,129,133,30,12,33,61
15852984,50,19,28,23,19,91,84,51,20,20,20,22
8266287,6,4,2,3,1,21,21,11,1,3,10,2
10611761,16,7,4,3,6,26,34,15,3,8,4,1
17000577,11,7,17,6,16,22,22,16,3,11,8,3
4365328,28,8,3,12,9,32,35,11,11,8,9,12
13799217,4,0,0,0,1,4,6,3,0,0,1,1
10283038,53,23,22,30,26,119,141,64,17,39,28,21
16164497,9,7,0,2,2,23,23,8,7,4,7,10
10875705,0,2,0,2,1,3,3,2,0,2,2,3
197753,404,148,132,217,156,394,433,277,77,148,112,153
15206836,16,4,5,12,4,13,17,7,3,4,5,10
20166644,1,0,0,0,0,3,3,0,0,0,0,0
713385,5,1,2,0,3,8,13,5,4,4,1,5
7482821,43,14,25,20,27,79,56,47,8,32,28,35
10270687,80,30,42,32,45,124,138,90,34,42,31,30
19481649,4,2,1,1,0,6,4,4,1,1,2,0
14312842,32,14,9,15,8,46,32,40,4,5,10,20
11823125,0,0,0,0,0,0,1,0,0,0,0,0
24143,513,274,247,232,247,871,730,551,86,249,209,281
3466675,47,28,43,22,25,69,59,57,3,12,46,38
20589142,0,1,0,0,0,1,1,0,0,0,2,0
19653056,15,5,6,5,7,29,30,13,5,7,8,3
6674363,16,7,3,7,0,17,19,9,2,3,9,14
14205847,99,35,36,66,30,117,138,83,25,35,20,23
521806,2,2,2,2,2,7,3,5,0,1,1,1
20686134,7,2,0,1,1,5,5,4,1,1,3,2
9938199,7,3,2,1,1,7,9,5,2,1,1,0
13675413,63,19,20,26,38,73,64,56,19,47,23,17
12810452,3,3,0,5,3,9,6,4,1,3,3,0
17750380,8,6,3,3,3,11,16,6,0,3,5,2
6766662,5,5,1,0,2,8,4,4,2,3,1,6
13763226,4,5,5,2,2,14,9,5,0,3,6,0
20591509,5,1,1,2,2,4,2,2,1,2,1,1
4496091,115,47,88,91,54,182,215,112,35,61,56,72
14143250,29,14,6,16,7,27,40,15,9,11,8,26
12267015,2,2,2,2,3,8,5,4,0,1,2,2
1979744,175,43,64,78,57,137,128,110,37,36,38,76
7967922,1,0,2,1,0,2,7,1,0,0,2,0
15020932,0,1,0,0,0,1,1,0,0,0,2,0
20798053,8,0,2,4,2,4,3,1,1,2,1,2
13388285,29,14,5,17,5,36,30,19,5,5,11,7
9527309,37,10,14,26,11,29,33,22,9,9,14,15
10167401,14,3,1,8,1,9,11,5,2,3,4,1
6870280,2,0,0,0,0,1,0,1,0,0,1,0
19808524,4,2,2,0,0,12,11,6,1,3,3,2
19385288,1,2,0,1,0,5,6,1,1,2,2,0
13892036,66,17,20,28,13,91,91,42,8,12,18,7
172499,18,11,11,22,10,33,40,22,3,8,18,24
12885472,20,9,5,5,11,36,30,23,4,10,10,6
17924967,9,2,0,1,2,9,4,3,0,1,4,0
18716795,7,0,0,3,1,7,5,4,0,2,1,2
11377582,21,8,12,9,12,34,39,22,4,17,12,11
785097,15,11,6,9,4,27,22,18,4,7,5,17
4428140,33,21,14,13,12,74,77,43,13,23,14,16
7417371,1,1,0,0,2,4,5,3,0,2,1,0
10585707,4,1,0,0,0,8,3,5,0,1,2,1
14944166,39,12,8,25,3,51,49,26,7,8,8,9
19509586,2,1,0,0,0,6,2,2,0,0,4,0
4540878,0,2,1,1,0,2,5,0,0,1,3,0
12955652,0,0,0,0,0,0,0,0,0,0,0,0
2632699,50,17,22,37,11,44,40,39,4,15,12,28
725270,11,15,12,13,9,38,40,29,6,4,8,12
4727369,31,10,14,12,8,30,36,22,7,10,11,17
17223934,34,13,17,13,9,56,63,22,13,9,17,7
7643428,10,6,4,5,5,15,12,12,1,4,6,11
12231894,1,1,2,1,3,1,4,1,2,2,0,0
4831130,18,9,7,1,5,31,23,24,5,3,10,13
18693060,22,3,1,10,2,15,9,11,4,2,2,0
5041165,8,3,5,3,0,11,16,4,1,2,3,6
13297200,1,2,1,1,0,4,4,2,0,0,1,1
18503789,4,1,0,2,0,2,1,1,0,0,2,1
3924820,101,60,61,26,47,121,140,85,14,40,56,88
17189819,8,1,1,1,4,4,5,2,0,2,1,4
19382104,1,0,0,1,0,2,2,0,0,0,0,0
18507990,14,3,3,1,5,16,9,10,2,5,2,5
20863245,0,2,1,1,0,2,2,2,0,0,2,0
19674485,10,1,1,1,4,9,9,6,1,6,1,5
18248273,0,2,0,0,0,2,2,0,0,0,4,0
8320702,3,2,1,1,1,5,4,6,0,2,0,0
16959655,11,8,13,6,5,25,21,13,3,4,11,4
4428906,11,5,4,6,0,17,13,9,4,3,1,3
14499377,28,13,5,5,1,43,33,29,5,3,11,11
17552327,59,18,20,9,33,83,72,52,17,24,27,7
13466084,14,8,18,8,13,29,30,24,3,11,11,7
15943475,24,7,14,13,11,36,60,26,9,18,12,13
15678122,2,2,0,1,1,6,3,1,0,0,5,0
10967698,7,3,2,1,1,7,8,4,1,1,2,2
18375380,18,11,11,2,8,26,22,27,1,8,9,16
20191216,1,3,5,1,3,6,8,2,1,1,1,13
19399859,2,1,1,0,1,7,1,6,0,0,3,0
16238779,0,2,1,0,1,2,2,3,0,2,2,0
18908843,7,2,3,2,5,11,7,4,2,2,4,1
442636,234,126,122,60,131,366,359,289,64,154,101,86
16504513,1,4,2,3,1,10,9,7,1,4,0,0
6363361,4,0,1,0,0,5,7,3,1,0,2,0
18427825,13,4,9,6,5,25,20,18,3,5,5,7
5106214,8,10,7,14,5,26,19,14,2,3,10,6
13397691,0,2,1,0,1,6,7,3,1,1,4,0
6004200,18,3,2,5,5,17,20,9,4,8,2,6
7437600,4,0,2,3,2,6,7,3,0,3,2,1
11535506,30,12,10,19,8,44,51,26,7,14,16,13
7775431,38,17,9,32,15,43,53,22,10,21,7,18
9081032,11,10,3,3,10,24,30,9,6,8,6,5
19952490,2,4,4,2,0,10,7,9,1,0,1,2
16439426,7,2,1,4,2,6,10,4,3,3,3,3
20059025,21,9,3,8,9,35,31,20,7,8,4,7
17222778,69,17,16,31,26,70,72,45,21,21,17,18
20918785,4,0,0,1,0,5,5,6,1,0,0,0
2699454,35,26,32,15,20,85,111,65,16,22,25,16
17685791,10,2,3,0,0,10,5,7,1,2,2,3
11812196,0,0,0,0,0,0,0,0,0,0,0,0
9334086,5,5,5,2,2,8,8,4,2,1,3,5
8442672,4,5,3,2,1,13,13,9,4,2,6,1
9128834,6,7,2,0,8,25,18,12,4,3,7,11
16828578,1,0,0,1,0,1,2,0,0,0,0,0
18728,183,122,136,95,118,373,337,296,34,98,114,247
6321475,4,4,2,5,0,7,6,6,0,1,4,6
9411206,95,41,67,69,37,157,147,91,30,37,54,68
16414335,5,3,0,3,2,12,7,5,2,0,0,0
4418714,13,7,3,3,5,19,19,15,3,6,7,7
14522716,13,7,4,2,0,26,23,16,7,1,6,5
20562097,0,1,0,0,0,1,1,0,0,0,2,0
9720768,52,27,29,31,21,110,99,62,15,13,37,30
18999124,9,5,7,3,2,18,18,11,4,3,7,1
20889044,15,6,5,8,4,13,10,10,4,3,4,3
11707920,68,18,23,43,41,52,55,38,6,32,22,17
10041376,3,2,0,0,0,6,4,2,0,0,1,3
1690764,0,1,1,0,1,1,2,1,0,0,0,1
7181242,177,50,51,97,38,177,168,116,42,53,47,45
17669480,27,18,24,16,16,68,51,43,6,16,20,11
12168212,33,15,30,10,24,53,49,33,7,22,23,12
15870976,6,1,1,5,5,10,14,1,1,6,2,2
12705303,3,1,1,0,0,4,6,2,2,0,1,1
146189,7,7,5,1,3,13,13,9,2,1,2,1
1655390,46,18,23,21,36,62,61,34,10,28,20,17
287845,56,51,38,32,50,164,131,114,35,40,40,40
11563821,19,11,7,20,4,34,32,14,4,4,7,10
6384560,1,2,0,1,0,3,1,2,0,0,1,1
3678829,12,12,8,8,11,13,15,10,3,6,11,7
19548825,11,5,2,1,7,21,23,14,4,9,2,1
14108870,36,16,18,7,12,36,25,33,8,12,11,21
19210372,1,5,2,1,0,6,7,1,0,1,8,0
8563124,1,1,1,0,1,6,4,2,1,3,6,0
3865141,194,75,83,90,59,243,259,154,45,73,74,65
17717092,12,4,7,8,6,17,24,9,2,6,6,10
9183131,1,1,0,0,4,4,6,1,1,3,1,0
6692213,8,5,8,10,6,25,32,11,8,6,5,2
17513483,7,0,0,6,2,6,5,1,1,2,0,2
287492,3,2,2,0,5,12,12,3,1,3,5,3
11455372,4,5,3,5,0,13,7,7,1,0,4,1
7632690,54,24,29,35,26,80,89,58,11,26,26,26
16557384,32,20,7,11,9,51,43,32,7,17,29,9
3825165,103,38,36,68,25,99,89,66,14,23,31,45
14770169,4,1,0,2,0,5,9,3,0,2,1,1
19073026,0,2,0,0,0,2,2,0,0,0,4,0
3911632,112,34,40,38,36,126,121,83,26,50,24,50
15203608,51,38,31,25,9,96,81,60,4,12,20,29
1628564,171,77,87,77,75,199,205,162,36,67,69,93
13361613,20,10,4,1,7,32,36,22,2,7,12,4
17001011,0,1,1,0,0,1,1,1,0,0,1,0
13084019,57,41,44,22,17,131,111,80,18,22,40,38
4205816,6,3,3,4,1,8,9,4,4,3,5,0
3338552,25,7,10,5,6,34,31,19,5,7,6,0
8222742,61,37,53,43,27,149,162,101,16,46,49,43
4280053,147,41,44,58,53,163,165,102,39,59,44,61
6881101,2,1,1,1,1,6,8,0,1,0,1,6
3600457,289,77,81,139,96,267,272,198,47,93,77,85
20573766,7,3,3,2,4,15,9,10,5,2,4,3
1109297,39,17,27,15,18,70,65,47,14,15,12,30
14133414,132,39,38,57,36,136,139,109,33,34,15,56
13891181,48,8,9,18,11,38,50,30,9,14,8,20
2187072,4,4,3,3,2,11,11,5,1,2,5,1
18108648,28,12,8,12,24,44,52,28,6,16,11,7
15738078,1,0,0,1,2,1,1,0,0,2,0,0
10229444,2,2,0,0,0,7,10,4,1,1,3,0
12170504,1,1,0,0,1,0,0,0,1,0,1,3
9269191,61,27,25,24,32,99,103,70,20,33,36,35
7101296,6,4,3,0,5,12,11,7,2,3,2,1
11569479,55,12,21,16,27,88,95,65,25,25,13,17
7482448,0,2,0,0,0,2,2,2,0,1,0,0
19206035,12,7,0,5,3,18,17,9,3,5,6,9
11783450,28,7,9,5,9,38,27,19,1,10,8,7
17776554,33,11,12,18,13,47,39,28,11,8,12,11
9937667,1,0,4,1,2,2,9,5,2,0,0,1
13577207,26,23,17,9,19,51,39,44,4,20,18,11
11378564,53,24,10,15,21,83,77,61,14,22,22,15
20207132,1,1,1,1,0,2,1,2,0,1,2,0
1697047,175,78,95,111,73,242,254,161,27,103,58,95
18329016,22,9,14,12,11,27,41,18,8,10,12,5
5293662,1,0,0,0,0,0,0,0,0,0,0,0
16187496,13,4,4,7,6,15,13,9,4,5,6,2
18934313,18,11,7,4,5,27,19,18,5,9,5,7
20207216,10,4,2,4,5,10,10,4,2,5,2,0
14334888,2,3,6,0,0,6,11,9,4,0,4,7
7949889,110,71,51,36,42,199,203,132,31,37,58,106
8418341,1,0,2,2,0,2,5,1,1,1,4,1
16268055,38,13,15,19,17,51,35,49,4,10,9,8
13245033,1,0,0,0,0,1,1,0,0,0,0,0
4563401,3,2,1,3,1,8,7,6,2,1,1,1
19487422,17,4,7,15,5,14,25,4,6,3,5,2
9922753,4,0,0,0,3,0,2,0,0,0,0,0
16893929,8,7,4,1,2,17,23,8,5,1,4,3
487872,1,1,2,2,0,4,2,1,1,0,0,1
15065730,31,11,14,10,6,51,43,33,6,5,12,2
13750877,8,6,8,4,3,21,21,10,5,4,8,7
20797583,5,1,1,3,3,5,1,4,0,3,1,0
7275655,5,1,2,0,2,5,9,5,2,5,8,3
18141809,7,4,7,1,2,17,3,11,2,0,2,3
11750272,69,39,28,17,38,70,71,89,13,20,32,39
14450837,79,24,20,38,24,88,80,55,8,20,18,38
1479731,212,70,63,133,80,227,258,124,26,89,41,49
18795278,0,0,0,0,0,1,2,0,0,0,0,1
14361172,3,4,2,2,1,3,1,5,0,3,2,5
14486212,4,1,2,2,0,4,2,1,0,0,3,1
757007,0,0,0,0,0,0,0,0,0,0,0,0
5846414,13,7,4,2,4,20,17,11,2,4,6,7
15693896,58,16,18,27,6,52,46,39,11,13,14,12
3172778,7,3,8,2,7,13,16,12,2,10,3,8
15520060,7,1,2,4,8,19,29,8,2,7,4,3
16084875,3,3,1,2,4,5,4,6,1,4,6,5
17606753,11,2,16,10,6,9,10,10,1,3,11,4
19564704,2,4,0,1,0,6,11,1,2,0,4,3
7749763,1,1,0,0,0,3,1,2,0,0,0,0
1428648,8,4,2,7,3,13,15,4,2,5,3,6
10842610,0,3,0,0,0,3,3,0,0,0,6,0
7134343,63,30,48,40,26,100,101,67,22,40,32,30
1925224,86,45,48,31,51,153,132,135,28,41,40,54
9184982,8,1,3,6,3,7,10,6,3,2,3,0
16812429,4,1,0,2,0,2,8,1,0,1,1,0
18123700,27,2,2,22,7,21,24,8,2,8,6,2
4455094,59,32,24,18,8,103,98,59,16,8,24,22
4126394,7,10,10,8,11,28,30,19,2,15,11,13
17015790,17,7,1,6,4,8,13,6,1,5,4,5
17046562,13,6,7,3,8,15,16,15,2,2,8,7
42882,220,115,136,114,53,262,235,203,35,44,128,124
12589327,14,9,12,9,10,25,28,13,4,11,5,7
20551414,1,1,0,0,3,3,2,2,1,1,0,0
16244781,2,5,1,3,3,9,8,5,2,2,3,1
19266068,0,2,1,0,1,3,3,2,0,2,3,1
13425681,17,6,5,14,5,18,27,19,10,18,3,3
13744371,2,0,0,1,0,1,1,0,0,0,1,0
505708,16,8,9,4,8,34,34,26,7,9,10,7
20705026,7,2,3,2,3,5,9,5,0,4,3,2
6257715,1,1,1,0,0,3,1,2,0,1,0,0
17794288,29,5,8,18,8,34,30,18,8,6,8,1
16628284,5,6,1,3,4,15,13,6,3,1,5,1
2461439,176,96,94,86,74,349,356,240,72,107,92,75
19659874,0,1,0,0,0,1,1,0,0,0,2,0
19032635,5,1,2,4,1,8,7,4,0,0,1,3
15232708,1,0,0,0,0,0,0,0,0,0,0,0
8614388,77,26,33,29,41,141,154,75,22,36,32,32
19942750,2,3,0,0,0,7,8,2,0,2,6,0
17109773,13,12,6,10,11,31,22,23,4,6,7,3
19413269,5,4,0,1,0,3,8,1,1,1,2,0
19702506,3,2,0,1,0,9,7,2,2,0,3,0
14464699,143,57,56,50,63,202,198,140,48,67,66,50
8224368,71,21,36,47,27,86,104,66,13,43,39,53
4538238,17,5,4,10,10,17,25,16,2,11,3,8
17992512,11,8,8,7,12,13,11,16,1,4,5,5
525674,91,38,31,34,41,85,93,63,9,45,26,58
20119459,0,0,0,0,1,0,4,0,0,0,0,0
4546721,0,0,0,0,0,0,0,0,0,0,0,0
20852579,1,0,0,0,0,1,1,3,0,1,0,0
16491214,9,12,0,5,4,30,20,20,3,6,5,5
8522933,86,47,38,39,32,92,138,70,12,45,31,49
5624807,1,1,0,0,0,5,9,1,1,1,1,0
11982791,74,34,46,37,31,109,103,86,10,42,28,52
15589691,47,19,9,20,8,54,41,36,7,11,15,11
2470754,203,84,95,91,62,314,287,176,48,83,93,55
548799,71,35,38,33,46,126,149,93,17,40,38,40
1335550,71,17,27,35,23,51,62,44,12,15,19,18
15363266,5,4,2,1,3,7,4,5,1,0,2,9
9471893,3,0,1,0,0,6,8,3,1,1,2,0
3457513,33,15,10,16,14,55,64,27,7,18,17,10
15949632,31,21,10,36,15,51,44,39,4,19,14,26
14105177,0,1,0,1,0,1,1,0,0,0,3,0
4274443,0,0,0,0,0,0,1,1,0,1,0,0
16220755,6,1,1,1,1,4,3,2,1,0,0,2
15420038,20,6,6,7,12,31,25,12,5,4,9,10
11411760,13,1,0,3,1,12,14,5,0,4,4,8
1530386,44,26,15,14,27,96,105,56,19,20,25,9
922764,176,78,87,85,125,344,404,213,72,135,80,66
2008441,28,9,17,16,10,57,58,37,13,16,25,4
16199739,39,16,19,14,13,63,64,26,13,21,18,13
18587138,16,5,5,8,4,18,14,12,3,5,4,4
12342441,35,11,16,23,15,36,31,26,1,12,14,26
18078759,1,1,0,0,0,5,1,3,0,0,1,0
12518766,19,10,5,3,10,30,21,24,4,8,4,7
3799579,3,0,1,0,0,2,3,2,0,0,2,4
4545079,0,0,0,0,0,4,3,0,0,0,0,0
20477001,9,1,0,2,1,3,3,1,0,1,3,1
3424355,20,4,3,3,7,15,12,15,2,10,3,12
10957871,0,1,0,0,0,1,1,0,0,0,2,0
2960080,28,13,16,11,9,36,52,19,3,22,8,8
5883159,8,4,1,4,1,14,17,5,4,2,6,1
9731879,13,8,10,17,19,26,23,19,5,11,8,1
6385364,1,2,0,0,2,1,0,1,0,0,0,0
6977204,65,18,30,41,34,75,99,49,15,42,28,33
16011299,0,0,0,0,0,0,0,0,0,0,1,0
14978332,69,28,16,30,14,100,71,62,20,18,19,11
6000709,3,0,0,1,0,0,1,0,0,0,0,0
10729951,34,13,20,19,10,34,42,27,5,11,10,20
8860629,80,25,37,32,42,78,96,66,11,43,24,50
820146,35,28,18,7,21,69,72,53,6,19,21,11
1155475,76,25,8,19,13,86,99,52,18,19,26,26
17826986,20,12,20,12,5,42,38,27,5,6,17,11
12693458,11,4,2,2,5,11,11,6,1,4,4,1
12987983,7,3,1,0,0,5,6,2,2,2,3,0
19212370,6,8,2,3,2,15,13,8,1,1,7,0
17108395,3,3,1,2,1,8,7,6,0,2,3,6
476899,24,9,10,15,6,38,38,23,4,11,13,15
18809069,6,1,3,5,1,5,4,2,1,0,2,3
3349699,13,8,9,3,15,29,36,23,3,15,10,11
45689,269,167,136,107,131,558,604,352,88,191,177,151
19720877,0,1,0,0,0,2,3,0,0,0,1,3
8992714,7,3,1,3,0,4,3,4,1,0,2,0
3133157,46,8,11,29,17,39,42,17,10,10,11,4
9064709,39,13,16,28,19,46,57,30,12,14,11,23
12390529,31,13,5,8,5,40,45,30,10,8,11,19
5628539,11,3,9,2,2,21,30,8,4,4,5,7
21021782,1,1,0,0,1,4,3,3,1,2,2,0
11084436,57,13,20,26,30,73,70,51,14,21,17,32
15926120,0,0,0,0,1,2,1,0,0,0,1,0
2112142,8,1,1,0,1,6,4,5,0,0,3,1
3664714,54,20,19,17,10,61,66,53,15,23,15,11
2015586,13,5,2,3,5,17,20,8,7,11,4,14
19602922,8,8,0,1,9,20,16,10,4,9,5,2
3791764,3,2,7,5,6,10,15,7,0,4,3,2
6450252,13,6,6,5,3,16,13,12,3,3,7,6
13538174,89,27,36,47,28,85,86,52,11,27,20,17
7543649,24,11,22,10,10,40,41,29,5,10,11,4
55857,16,13,4,13,10,32,37,24,2,6,12,7
19273138,8,8,2,5,4,15,13,10,0,3,0,3
583067,76,23,15,14,24,121,131,78,26,31,24,21
13925553,23,10,5,8,7,29,38,8,8,5,9,5
17556603,22,9,6,4,11,26,22,28,6,8,7,2
15774166,46,15,19,19,22,51,42,39,5,16,24,25
485026,39,13,6,15,4,41,38,21,7,10,8,31
3979611,34,16,15,27,18,50,56,31,18,13,21,16
17508940,23,19,8,10,9,39,45,26,6,16,6,4
20510411,2,0,0,1,0,3,2,0,1,0,1,0
9753240,7,1,3,2,1,11,6,6,2,5,5,1
18550670,28,20,11,8,11,62,57,46,7,9,18,9
18404432,1,0,1,1,3,1,3,0,0,3,3,1
5020687,24,8,5,4,15,29,31,24,6,9,7,6
16513101,39,18,10,11,5,58,49,47,10,8,8,6
15800860,7,2,2,3,2,6,6,7,3,2,4,2
264323,269,99,120,125,116,334,308,220,51,118,84,69
15645988,5,2,0,5,1,4,8,1,1,1,1,1
5965198,24,4,9,11,5,22,20,23,3,13,10,12
18895509,4,1,1,1,2,7,6,7,1,1,1,4
1945388,0,1,1,1,0,3,4,1,0,0,1,2
8886241,1,0,0,0,0,0,1,0,0,0,1,0
13772304,9,0,5,4,1,8,5,4,0,1,1,0
2746220,11,1,4,4,3,14,16,9,2,2,7,6
75635,279,174,192,111,136,550,536,428,62,171,165,189
12728514,1,0,0,1,0,1,1,0,0,0,0,0
18915576,4,0,0,0,0,3,7,2,1,1,3,0
4325329,30,22,5,6,29,75,73,49,7,25,18,15
20279713,7,6,0,0,1,12,8,11,2,0,1,5
8425657,0,1,0,0,0,1,1,0,0,0,2,0
7979237,114,56,47,54,36,164,152,138,11,45,42,53
9674453,10,8,1,8,5,11,11,12,2,5,2,3
1655027,125,67,98,68,90,279,343,174,42,90,85,72
13396077,88,20,37,37,33,106,115,66,12,42,21,26
15868989,1,1,1,0,1,1,1,2,0,1,3,0
3660983,0,0,1,0,0,1,1,1,0,0,0,0
20639914,3,2,1,1,0,6,6,3,0,0,3,0
12448198,42,22,9,13,16,63,61,31,7,16,19,25
7857185,125,41,40,44,36,182,202,135,32,46,27,26
6403485,3,1,2,1,1,4,5,3,1,4,2,3
1011449,38,15,9,5,39,65,66,34,9,22,14,28
6523409,110,44,43,96,36,145,150,89,26,45,41,40
8616102,3,0,1,1,0,5,6,2,2,0,1,1
5581442,13,3,5,4,3,18,13,9,2,7,4,7
10789911,7,2,0,4,4,10,7,7,0,4,4,4
17584949,18,11,4,9,7,31,42,17,6,13,7,5
18460679,4,10,3,2,4,14,12,11,1,2,7,1
8016946,67,28,34,7,24,93,71,68,14,27,31,40
14261371,8,1,6,5,10,11,17,8,4,3,2,7
13527220,16,5,5,5,0,17,14,5,1,3,8,0
1805138,14,11,9,3,5,37,50,23,4,12,16,12
16144596,3,4,1,1,1,8,8,2,1,2,2,4
18107141,5,7,5,8,3,15,16,8,2,3,6,1
18889932,12,6,6,8,6,17,18,14,3,6,1,3
15410402,25,7,15,13,3,36,39,17,6,12,7,9
16221341,3,0,1,4,3,3,5,4,0,4,2,0
15999803,10,1,6,2,3,7,6,8,2,3,2,3
5875384,1,4,1,0,0,2,1,2,0,0,2,1
298782,68,12,33,39,17,44,51,37,15,15,10,27
13216537,33,7,8,13,3,32,26,26,5,4,10,14
13066886,36,7,12,11,1,36,35,18,6,6,5,9
19475005,8,5,5,1,6,17,17,9,2,5,3,5
4244819,2,0,0,0,1,1,2,0,1,1,1,1
14748721,5,2,3,3,0,7,10,4,0,0,2,2
8170917,1,1,0,1,0,2,2,1,0,1,0,0
19012555,23,8,7,7,1,31,22,15,5,4,5,1
17751424,6,3,0,1,1,10,11,6,1,2,1,1
15041647,89,29,30,47,18,105,102,63,23,17,27,44
11460993,58,40,42,18,43,114,108,80,16,42,43,44
4109420,19,10,9,12,9,42,54,27,9,9,6,25
16161819,6,2,2,2,5,5,8,5,3,4,1,6
19104606,2,1,0,0,0,2,0,2,0,0,1,1
18688150,10,5,0,4,0,11,7,11,1,2,3,4
4699535,3,0,1,0,0,0,1,0,1,1,0,0
2203926,103,55,42,28,60,191,190,101,38,47,41,34
13043208,0,0,0,1,0,2,6,1,0,0,0,1
2197283,92,38,50,52,72,137,121,92,27,47,45,33
20195711,3,0,0,1,0,0,0,0,0,1,0,0
9611372,4,4,5,3,4,13,19,11,0,6,2,7
20138788,8,3,7,1,2,10,10,4,0,3,3,1
6553257,80,22,36,29,21,73,84,66,14,21,33,58
12084205,6,2,2,4,2,6,6,6,0,1,0,1
1950588,37,10,18,10,14,63,71,39,11,20,18,10
430427,33,9,14,11,17,24,22,26,3,17,12,13
19890993,1,2,0,0,0,3,3,2,0,1,4,1
21134697,0,0,0,0,0,0,0,0,0,0,0,0
3711039,10,4,4,1,4,18,17,13,1,1,2,2
9825448,5,3,9,1,3,8,5,7,0,3,5,6
20687964,1,0,0,0,0,1,1,0,1,0,0,0
10475047,3,0,0,2,0,3,0,2,0,0,0,2
7340318,6,6,6,6,4,15,15,14,3,2,2,0
19346677,0,2,1,0,0,2,2,0,0,0,5,0
6045055,147,63,68,67,66,204,197,133,22,81,63,88
9137194,3,1,1,0,0,0,0,0,0,0,0,0
18024561,12,3,6,2,11,24,25,17,2,9,11,3
2158067,69,35,39,24,28,116,100,84,19,24,35,47
17405796,8,15,7,8,4,25,16,17,5,6,16,2
9775055,0,0,0,1,0,1,0,2,1,0,0,0
12829059,97,25,33,41,44,109,108,74,21,39,42,16
18323045,11,2,2,2,3,2,1,6,1,2,2,5
4197760,133,59,62,38,61,218,219,152,58,76,62,70
1497024,183,94,98,74,84,287,291,248,64,93,112,65
13125950,82,33,66,53,30,150,148,82,21,34,62,39
10088636,122,51,49,46,55,170,164,140,25,40,43,50
8170072,1,1,0,0,0,2,2,1,0,2,1,0
2976758,29,10,11,10,7,51,54,20,8,7,15,7
13982518,99,33,29,51,23,96,90,65,21,25,34,26
19843458,1,5,0,0,0,9,8,4,1,0,2,0
1308355,16,10,8,10,6,38,33,33,4,8,7,8
19769328,19,11,3,1,5,24,18,18,2,6,6,4
3153140,115,55,47,44,32,125,101,98,19,32,58,72
8904662,0,1,0,0,1,3,2,0,0,1,1,0
20680431,1,0,1,2,0,0,1,0,0,0,0,1
18112463,8,0,1,0,4,6,4,3,1,6,4,2
15983444,1,2,0,1,4,2,3,3,0,3,0,3
222054,27,13,5,22,9,32,31,25,2,9,5,14
5194382,10,3,1,6,0,13,9,7,2,1,0,11
20485253,0,0,0,0,0,1,2,0,0,0,0,0
19827326,21,6,11,14,9,20,29,9,3,10,5,5
9676482,25,11,19,12,35,32,34,24,3,20,7,10
15052480,7,2,7,3,3,10,9,6,2,5,3,5
7093540,28,10,8,14,13,21,38,19,2,16,17,10
17690699,33,25,8,15,25,62,55,56,9,26,15,17
20188787,2,1,5,2,3,6,13,4,0,4,4,2
12783809,0,1,1,0,0,1,1,0,0,0,3,0
310524,15,3,6,3,2,10,7,10,1,4,4,3
19249915,1,1,0,2,6,1,1,0,1,5,3,0
1148380,2,2,5,1,1,6,3,8,0,0,5,8
20035645,15,6,7,6,3,20,11,18,2,3,3,2
19269676,3,4,9,6,2,7,6,6,2,4,7,3
1584060,68,23,24,24,27,59,75,59,9,30,27,45
4181102,20,8,9,10,9,22,25,10,4,9,4,8
1740311,28,11,14,18,10,51,54,21,3,16,16,20
20812956,1,2,0,0,0,3,6,0,0,0,5,2
20365428,3,2,0,0,3,11,6,3,0,3,1,1
854396,11,2,2,0,3,7,9,6,1,7,2,4
20934056,0,0,0,0,0,0,1,0,0,0,0,1
20552015,1,1,1,0,0,5,3,3,0,0,3,1
1658988,19,12,15,4,15,30,38,26,5,15,23,13
16130658,1,0,0,2,2,1,2,2,0,1,0,0
4615631,78,44,31,28,16,98,88,72,12,22,33,88
18721209,3,6,0,5,3,7,11,7,0,1,1,11
808697,112,95,70,71,51,293,286,200,48,53,99,55
6972534,7,0,0,5,2,3,5,0,0,3,0,1
3764849,24,10,9,3,10,45,41,27,8,11,5,8
16162190,33,22,21,12,18,72,73,42,3,23,24,12
16853891,1,0,0,0,0,1,0,1,0,0,0,0
18907187,7,3,1,5,0,18,14,10,1,0,4,8
4182844,26,11,10,11,13,33,27,20,8,16,10,9
13328405,66,28,14,42,5,49,57,36,6,13,24,20
505029,10,8,6,4,7,23,14,11,2,2,10,10
14605582,3,2,2,0,0,7,10,2,1,2,2,2
20772425,7,1,0,2,1,6,4,3,1,0,1,1
16136287,2,1,0,0,0,3,0,3,0,0,0,0
3577693,21,10,22,15,5,39,51,28,5,16,13,21
11143985,12,11,4,12,9,25,20,15,3,13,2,13
13408847,28,16,12,16,11,46,37,25,11,8,7,13
20529328,1,0,0,0,0,1,0,1,0,0,0,0
12411380,16,5,5,5,5,18,20,16,3,2,5,3
2525956,15,6,5,6,7,25,28,14,4,7,7,5
12286939,1,3,4,2,1,4,7,4,3,1,1,3
20549305,1,1,1,0,0,5,3,1,1,0,1,4
4553528,122,32,49,86,31,113,137,82,19,38,33,33
